,id,Author,Title,Jounral,Year,StudyName,exclude,SamplingStrategy,SampleSource,YearsStudied,TargetTest,SubfieldClassification,PowerEstimationTechnique,AmalgomationMethod,DistinguishedStatisticalTestsAppropriatly,NumberOfArticles,NumberOfTests,EffectSizeUsed,SmallEffectBenchmark,MediumEffectBenchmark,LargeEffectBenchmark,PowerAtSmallEffectMedian,FirstQuartilePowerAtSmall,ThirdQuartilePowerAtSmall,PowerAtMediumEffectMedian,FirstQuartilePowerAtMedium,ThirdQuartilePowerAtMedium,PowerAtLargeEffectMedian,FirstQuartilePowerAtLarge,ThirdQuartilePowerAtLarge,PowerAtSmallEffectMean,PowerAtMediumEffectMean,PowerAtLargeEffectMean,SDPowerAtSmall,SDPowerAtMedium,SDPowerAtLarge,SampleMedian,FirstQuartileSampleSize,ThirdQuartileSampleSize,SampleMean,SampleSizeSD,SDSmallAlgEstFromCDT,SDMedAlgEstFromCDT,SDLargeAlgEstFromCDT,Notes,Solutions,SampleMin,SampleMax,PowerSmallMin,PowerSmallMax,PowerMedMin,PowerMedMax,PowerLargeMin,PowerLargeMax
43,91,"Bezeau, S. and Graves, R.",Statistical power and effect sizes of clinical neuropsychology research,Journal of Clinical and Experimental Neuropsychology,2001,Bezeau & Graves (2001),NA,"""The approach of this study was to review a representative sample of published articles in the field of clinical neuropsychology that reported comparisons of a clinical group to either another clinical group or to a normal comparison group. Articles from the Journal of Clinical and Experimental Neuropsychology, the Journal of the International Neuropsychology Society, and Neuropsychology were reviewed to determine: the observed statistical power for three different effect sizes, the actual effect size, the statistical power given the actual effect size, and the sample size. The number of statistical tests completed, the use of any alpha corrections, and whether the article mentioned power and effect sizes were also tabulated"" ""Thirty-three articles were reviewed from each of the 1998 and the 1999 volumes for a total of sixtysix articles. The first article in the first issue for each journal was the starting point and articles were reviewed in sequence until 11 articles were completed for each particular journal and year. No articles were excluded unless by necessity, namely because of the lack of any statistical analyses in nonexperimental studies, the use of only descriptive statistics, the use of non-clinical groups, a predicted non-significant result, our inability to determine STATISTICAL POWER AND NEUROPSYCHOLOGY 401 Downloaded by [The University Of Melbourne Libraries] at 06:17 05 January 2018which single statistical test corresponded to the major hypothesis (or to determine what the major hypothesis might be), or a study that did not ultimately relate a two-group comparison to the primary hypothesis. A few articles used ANCOVA when the covariate was significantly different between the preexisting groups, an inappropriate application (Evans & Anastasio, 1968), and these studies were also excluded. An estimated population effect size (using the delta parameter) was calculated using the formulae given by Richardson (1996) from data provided in the original articles. Power for the effect size implied by the data was then recalculated using GPOWER""","Clinical studies published in Journal of Clinical and Experimental Neuropsychology, the Journal of the International Neuropsychology Society, and Neuropsychology",1998-1999,"""Calculations of statistical power were made on what was deemed to be the primary hypothesis of the study. Post hoc power analyses were conducted using the GPOWER program (Faul & Erdfelder, 1992) with the .05 value of alpha assumed. In some studies, alpha correction procedures were used (e.g., Bonferroni) and these were noted, but were not incorporated into our calculations.""",Clinical Psychology/Psychiatry,"""Calculations of statistical power were made on what was deemed to be the primary hypothesis of the study. Post hoc power analyses were conducted using the GPOWER program (Faul & Erdfelder, 1992) with the .05 value of alpha assumed. In some studies, alpha correction procedures were used (e.g., Bonferroni) and these were noted, but were not incorporated into our calculations.""","""major hypothesis"" test",yes,66,66,cohen 1988,NA,cohen 1988,cohen 1988,NA,NA,NA,0.451,NA,NA,0.785,NA,NA,NA,0.5,0.768,NA,0.201,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,112,"Osborne, J. W.",NA,NA,2008,Osborne (2008) ,NA,"""In order to assess the current state of educational psychology in a representative fashion, three broadly-available educational psychology journals were selected to represent research in the field: Journal of Educational Psychology, Contemporary Educational Psychology, and the British Journal of Educational Psychology. A random sample of 50% of all empirical articles published in these journals during the 1998 and 1999 volumes were surveyed."" ... ""Articles containing no statistical analysis (e.g., qualitative, theory, or review articles) or containing statistical analyses for which there are no good methods or widely accepted methods of computing power or effect sizes (e.g., nonparametric tests, exploratory factor analysis) were excluded from this study (these were rare). All statistical tests within an article that related to central hypotheses being tested were recorded. Ancillary analyses, such as manipulation checks, and psychometric analyses of measures used, were not recorded""","Journal of Educational Psychology, Contemporary Educational Psychology, and the British Journal of Educational Psychology",1998-1999,unclear,Education,"""Using methods described by Cohen (1988; see also Thompson, 2002b), all statistics were converted to effect sizes (d), and observed power was computed (as few authors report effect sizes and power, effect sizes were usually calculated from reported results). For tests not usually associated with d for an effect size (e.g., correlation, multiple regression, chi-square), algebraic manipulations derived from Cohen (1988) were called upon to transform all other effect size indices to ds for comparability.4 For all tests, an a of .05 was assumed and, where appropriate, twotailed tests were assumed as well. The number of relevant effect sizes in individual articles ranged from 1 to 54. All effect sizes and power information were aggregated to the article level. Finally, to allow for comparison with other power surveys, power to detect small (d = .20), medium (d = .50), and large (d = .80) effects was calculated. Other information gathered about the articles includes: whether the research was an experimental or correlational design; whether it used a college sample or not; whether the authors reported effect sizes, observed or a priori power, or any information about measurement quality (e.g., Cronbach’s a, reliability of any type, or other indicators of measurement quality); and whether the authors gave any indication that the assumptions of the analyses used were checked.""","Mean power of statistical tests in each article, parametric alternatives used for non-parametric tests",NA,96,NA,cohen 1988,cohen 1988,cohen 1988,cohen 1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.6,0.84,0.27,0.27,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,49,"Ward, Rose Marie",Highly significant findings in psychology: A power and effect size survey,Dissertation Abstracts International: Section B: The Sciences and Engineering,2002,Ward (2002),NA,"""All articles published in the Journal of Consulting and Clinical Psychology. 2000, vol. 68, the Journal of Personality and Social Psychology, 2000, vol. 78, and the Journal of Abnormal Psychology. 2000, vol. 109 were eligible for inclusion.""","Journal of Consulting and Clinical Psychology, 2000, vol. 68, the Journal of Personality and Social Psychology, 2000, vol. 78, and the Journal of Abnormal Psychology, 200, vol. 109",2000,"Preason correlation, ANOVA, t-test, ANCOVA, Chi-square, Multiple regression, MANOVA",General Psychology,"""The PASS software (NCSS: 2001) will be used to determine power level in conjunction with power programs developed by Rossi (1990). The following decision rules were employed: 1. Where a between-subjects design was utilized and subsamples sizes were not available, the subsamples were treated as equal. By assuming equal subsamples, maximum power was given for the research design. 2. Two-tailed tests with an alpha level of .05 were assumed for all tests. 3. Where a within-subjects design was employed in t-tests and ANOVA, the correlation was assumed to be .5 as recommended by Cohen (1988) and Lipsey (1990). 4. When ANCOVA was used, the correlation was assumed to be .5as recommended by Cohen (1988) and Lipsey (1990). 5. Statistical tests in which many assumptions were to be made and little research evidence supporting these assumptions were excluded (i.e. survival analysis, path analysis, logistic regression, hierarchical linear modeling, etc.)."" ""
Because the number of statistical tests included in an article varied greatly (from zero to over 100), the article was used as the unit of analysis. This equalized all articles and allowed them all to contribute equally to the power survey results.""",Mean power of statistical tests in each article,yes,157,2747,Cohen 1977,Cohen 1977,Cohen 1977,Cohen 1977,0.139,NA,NA,0.663,NA,NA,0.962,NA,NA,0.206,0.646,0.884,0.194,0.253,0.152,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,107,"Woods, S. P., Rippeth, J. D., Conover, E., Carey, C. L., Parsons, T. D. and Troster, A. I.",Statistical power of studies examining the cognitive effects of subthalamic nucleus deep brain stimulation in Parkinson's disease,Clinical Neuropsychologist,2006,Woods et al. (2006),NA,"""To identify the relevant published articles, key search terms (e.g., subthalamic nucleus, deep brain stimulation, cognitive, etc.) were entered into the PsychINFO, PubMed, and ISI Web of Science electronic databases for the years 1997 to 2004. In addition, references from articles reporting cognitive outcomes of STN DBS were reviewed to identify other papers of interest that may not have been indexed in the aforementioned databases. To be included in the current power review, an article must have used a repeated-measures design and at least one paired-samples group- level statistical analysis (e.g., a paired-samples t-test) to examine the cognitive seque- lae of STN DBS in a sample of persons with PD. Studies that used single- and=or mixed comparison-group designs were included. We excluded review articles, single case studies, statement papers, investigations that used only animal subjects, and studies not published in English.""This study was conducted using papers published during 2011 in the 10 nursing journals with the highest 5-year impact factors according to the Journal Citation Reports1 (Science and Social Sciences 2010 editions).""""",Studies Examining the Cognitive Effects of Subthalamic Nucleus Deep Brain Stimulation in Parkinson's Disease. Diverse journals.,1997-2004,article sample size,Neuropsychology,"""the G Power statistical package (Buchner, Faul, &Erdfelder, 1997; Erdfelder, Faul, & Buchner, 1996) was then used to calculate the statistical power of each study. Specifically, post hoc power calculations for paired-samples t-tests were generated considering each individual study’s sample size, associated degrees of freedom, and a critical alpha level of 0.05. The effect size index f [(rm)=r] is recommended for study designs in which k   2 (Cohen, 1988), as with the STN DBS literature where multiple repeated measures designs are common- place. Accordingly, power estimates were conducted using a priori defined Cohen’s f values for small ( f 1/4 0.10), medium ( f 1/4 0.25), and large ( f 1/4 0.40) effect sizes. Cohen’s f values—which are always positive and range from zero to an indefinite upper limit—are interpreted as the standard deviation of the standardized means in a given set of populations (Cohen, 1988). Following recommendations from Zak- zanis (2001) and Rossi (1990), we also calculated power estimates for very large ( f = 1.5)""",Mean power of statistical tests in each article,no,30,30,f (cohen 1988),0.1,0.25,0.4,0.06,0.06,0.07,0.13,0.09,0.2,0.25,0.17,0.43,0.07,0.18,0.34,0.02,0.13,0.23,14,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,121,"Overland, C. T.",Statistical Power in the Journal of Research in Music Education (2000-2010): A Retrospective Power Analysis,Bulletin of the Council for Research in Music Education,2014,Overland (2014),NA,articles reporting NHST in JRME,Journal of Research in Music Education,2000-2010,"""(a) t tests; (b) Pearson r tests; (c) sign tests; (d) z tests for the di<U+FB00>erence between two independent correlation coefcients; (d) z tests for the di<U+FB00>erence between two independent proportions; (e) chi-square tests; and (f) F tests in the analyses of variance, multivariance, covariance, and linear multiple regression.""",Education,"""Calculations for Cohen’s three levels of e<U+FB00>ect (i.e., small, medium, large) were performed using G*Power 3.1 (Faul, Erdfelder, Lang, & Buchner, 2007)""  ""Calculations for Cohen’s three levels of e<U+FB00>ect (i.e., small, medium, large) were performed using G*Power 3.1 (Faul, Erdfelder, Lang, & Buchner, 2007). Only tests of a study’s core hypotheses were considered; tests of assumptions, reliabilities, manipulation. checks, factor analyses, or other nonintegral tests within articles were ignored. Unless otherwise specifed, each test was considered two-tailed. When sample sizes were not provided, it was assumed all groups were of equal size. All tests of main and interaction e<U+FB00>ects were considered unless planned comparisons were explicitly indicated.""",Power for the most commonly used statistical test in each article (non-parametric alternatives used when non-parametric tests used) (ignoring,no,125,NA,Cohen 1988 (says 62 but appears to be wrong),Cohen 1988,Cohen 1988,Cohen 1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.64,0.84,NA,NA,NA,NA,NA,NA,NA,NA,0.218271,0.2890624,0.2384077,"Says ""Cohen 1962"" but uses effect sizes from 1988","""Therefore, as new innovations in empirical research surface, the profession should remain mindful of the most relevant reporting practices, present both signifcant and nonsignifcant fndings throughout studies, and strongly encourage replication studies so that future research can continue to be fully informed.""",NA,NA,NA,NA,NA,NA,NA,NA
48,77,"Schweizer, G. and Furley, P.",Reproducible research in sport and exercise psychology: The role of sample sizes,Psychology of Sport and Exercise,2016,Schweizer & Furley (2016),NA,"""We examined all empirical articles published in all four journals starting in 2009 and ending in 2013. We did not examine non-empirical articles such as review articles and comments. After distinguishing between empirical and non-empirical articles, we coded samples sizes of the remaining articles. When an article contained multiple studies that were analysed separately, we coded each study's sample size separately. For every study, we coded in which journal it was published, publication year, sample size, and whether it was an experimental, a quasi-experimental, or a corre- lational study. We coded a study as experimental, when there was a randomized assignment of participants to factors (between-par- ticipants design) or a repeated manipulation (within-participants design). Furthermore, we distinguished between within- participants, mixed (a combination of a within-participants and a between-participants factor), and between-participants designs.""","""International Journal of Sport Psychology (IJSP), Journal of Applied Sport Psychology (JASP), Journal of Sport and Exercise Psychology (JSEP), and Psychology of Sport and Exercise (PSE)""",2009-2013,Correlational research design,Sport and exercise psychology,"""Correlational studies: We calculated the power for detecting an existing correlation between two continuous variables.
• Test family (Exact); statistical test: Correlation: Bivariate normal model; Post-hoc power analyses (Compute achieved power) –> two-tailed test
Experimental studies – between-participants designs: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
Experimental studies - within-participants designs: For all studies in this category, we calculated the power for a 2 measurements within-participants design. For within-participants designs, power also depends on the correlation between the repeated measurements. The higher this correlation, the higher the power. We set this correlation to .5.
• Test family (t-test); statistical test: means – differences between two dependent means (matched pairs); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to a similar outcome to using “F-Test Family: ANOVA, repeated measures, within factors (2 measurements, .5 correlation between measurements; nonsphericity correction = 1).
• The t-test analysis is slightly more favorable in terms of power.
Experimental studies - mixed designs: When a study employed a mixed design (i.e., there were within-participants and between-participants factors) we calculated power separately for the within-participants and the between-participants factor and the interaction.
• Within-factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
• Between-factor
o Test family F-Test; repeated measures, between factors (2 measurements, number of groups = 2; .5 correlation between measurements)
• Interaction factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
Quasi-experimental studies: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
""","Power of type of design, by article",generalised by type of research design,337,not assessed,r,0.1,0.3,0.5,0.31,0.2,0.5,0.99,0.93,0.99,0.99,0.99,0.99,NA,NA,NA,NA,NA,NA,221,124,386,NA,NA,NA,NA,NA,This one looked at the power to detect an effect at the median sample size in each type of design makes quite a few mistakes in the text. Mixed effects - I have only included the within factor analysis in order to maintain independence,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,77,"Schweizer, G. and Furley, P.",NA,NA,2016,Schweizer & Furley (2016) ,NA,NA,NA,2009-2013,Quasi-experimental research design,Sport and exercise psychology,"""Correlational studies: We calculated the power for detecting an existing correlation between two continuous variables.
• Test family (Exact); statistical test: Correlation: Bivariate normal model; Post-hoc power analyses (Compute achieved power) –> two-tailed test
Experimental studies – between-participants designs: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
Experimental studies - within-participants designs: For all studies in this category, we calculated the power for a 2 measurements within-participants design. For within-participants designs, power also depends on the correlation between the repeated measurements. The higher this correlation, the higher the power. We set this correlation to .5.
• Test family (t-test); statistical test: means – differences between two dependent means (matched pairs); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to a similar outcome to using “F-Test Family: ANOVA, repeated measures, within factors (2 measurements, .5 correlation between measurements; nonsphericity correction = 1).
• The t-test analysis is slightly more favorable in terms of power.
Experimental studies - mixed designs: When a study employed a mixed design (i.e., there were within-participants and between-participants factors) we calculated power separately for the within-participants and the between-participants factor and the interaction.
• Within-factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
• Between-factor
o Test family F-Test; repeated measures, between factors (2 measurements, number of groups = 2; .5 correlation between measurements)
• Interaction factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
Quasi-experimental studies: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
""","Power of type of design, by article",generalised by type of research design,117,not assessed,r,0.1,0.3,0.5,0.16,0.1,0.3,0.84,0.54,0.99,0.99,0.96,0.99,NA,NA,NA,NA,NA,NA,91,45,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,77,"Schweizer, G. and Furley, P.",NA,NA,2016,Schweizer & Furley (2016)  ,NA,NA,NA,2009-2013,Experimental within subjects design,Sport and exercise psychology,"""Correlational studies: We calculated the power for detecting an existing correlation between two continuous variables.
• Test family (Exact); statistical test: Correlation: Bivariate normal model; Post-hoc power analyses (Compute achieved power) –> two-tailed test
Experimental studies – between-participants designs: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
Experimental studies - within-participants designs: For all studies in this category, we calculated the power for a 2 measurements within-participants design. For within-participants designs, power also depends on the correlation between the repeated measurements. The higher this correlation, the higher the power. We set this correlation to .5.
• Test family (t-test); statistical test: means – differences between two dependent means (matched pairs); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to a similar outcome to using “F-Test Family: ANOVA, repeated measures, within factors (2 measurements, .5 correlation between measurements; nonsphericity correction = 1).
• The t-test analysis is slightly more favorable in terms of power.
Experimental studies - mixed designs: When a study employed a mixed design (i.e., there were within-participants and between-participants factors) we calculated power separately for the within-participants and the between-participants factor and the interaction.
• Within-factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
• Between-factor
o Test family F-Test; repeated measures, between factors (2 measurements, number of groups = 2; .5 correlation between measurements)
• Interaction factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
Quasi-experimental studies: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
""","Power of type of design, by article",generalised by type of research design,109,not assessed,r,0.1,0.3,0.5,0.15,0.11,0.23,0.84,0.62,0.97,0.99,0.98,0.99,NA,NA,NA,NA,NA,NA,24,15,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,77,"Schweizer, G. and Furley, P.",NA,NA,2016,Schweizer & Furley (2016)    ,NA,NA,NA,2009-2013,Experimental between subjects design,Sport and exercise psychology,"""Correlational studies: We calculated the power for detecting an existing correlation between two continuous variables.
• Test family (Exact); statistical test: Correlation: Bivariate normal model; Post-hoc power analyses (Compute achieved power) –> two-tailed test
Experimental studies – between-participants designs: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
Experimental studies - within-participants designs: For all studies in this category, we calculated the power for a 2 measurements within-participants design. For within-participants designs, power also depends on the correlation between the repeated measurements. The higher this correlation, the higher the power. We set this correlation to .5.
• Test family (t-test); statistical test: means – differences between two dependent means (matched pairs); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to a similar outcome to using “F-Test Family: ANOVA, repeated measures, within factors (2 measurements, .5 correlation between measurements; nonsphericity correction = 1).
• The t-test analysis is slightly more favorable in terms of power.
Experimental studies - mixed designs: When a study employed a mixed design (i.e., there were within-participants and between-participants factors) we calculated power separately for the within-participants and the between-participants factor and the interaction.
• Within-factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
• Between-factor
o Test family F-Test; repeated measures, between factors (2 measurements, number of groups = 2; .5 correlation between measurements)
• Interaction factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
Quasi-experimental studies: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
""","Power of type of design, by article",generalised by type of research design,84,not assessed,r,0.1,0.3,0.5,0.14,0.1,0.2,0.77,0.53,0.93,0.99,0.96,0.99,NA,NA,NA,NA,NA,NA,75,44,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,77,"Schweizer, G. and Furley, P.",NA,NA,2016,Schweizer & Furley (2016)     ,NA,NA,NA,2009-2013,"Experimental mixed design, within factor test",Sport and exercise psychology,"""Correlational studies: We calculated the power for detecting an existing correlation between two continuous variables.
• Test family (Exact); statistical test: Correlation: Bivariate normal model; Post-hoc power analyses (Compute achieved power) –> two-tailed test
Experimental studies – between-participants designs: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
Experimental studies - within-participants designs: For all studies in this category, we calculated the power for a 2 measurements within-participants design. For within-participants designs, power also depends on the correlation between the repeated measurements. The higher this correlation, the higher the power. We set this correlation to .5.
• Test family (t-test); statistical test: means – differences between two dependent means (matched pairs); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to a similar outcome to using “F-Test Family: ANOVA, repeated measures, within factors (2 measurements, .5 correlation between measurements; nonsphericity correction = 1).
• The t-test analysis is slightly more favorable in terms of power.
Experimental studies - mixed designs: When a study employed a mixed design (i.e., there were within-participants and between-participants factors) we calculated power separately for the within-participants and the between-participants factor and the interaction.
• Within-factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
• Between-factor
o Test family F-Test; repeated measures, between factors (2 measurements, number of groups = 2; .5 correlation between measurements)
• Interaction factor
o Test family F-Test; repeated measures, within factors (2 measurements, number of groups = 2; .5 correlation between measurements; nonsphericity correction =1)
Quasi-experimental studies: For all studies in this category, we calculated the power for a 2 groups between-participants design.
• Test family (t-test); statistical test: means – differences between two independent means (two groups); Post-hoc power analyses (Compute achieved power) –> two-tailed test
• This leads to an equivalent outcome to using “F-Test Family: ANOVA, Fixed effects, omnibus, one-way (two-groups)”
""","Power of type of design, by article",generalised by type of research design,45,not assessed,r,0.1,0.3,0.5,0.27,0.18,0.45,0.99,0.91,0.99,0.99,0.99,0.99,NA,NA,NA,NA,NA,NA,47,30,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,123,"Szucs, D. and Ioannidis, J. P. A.",Empirical assessment of published effect sizes and power in the recent cognitive neuroscience and psychology literature.,PLOS Biology,2017,Szucs & Ioannidis (2017),NA,"""We extracted statistical information from cognitive neuroscience and psychology papers published as PDF files. We sampled 18 journals frequently cited in cognitive neuroscience and psychology. Our aim was to collect data on the latest publication practices. To this end, we analyzed 4 y of regular issues for all journals published between Jan 2011 to Aug 2014. The time period was chosen to represent recent publication practices (during the closest possible period before the start of data analysis). Particular journals were chosen so as to select frequently cited journals with a range of impact factors from our disciplines of interest"" ... ""When there were fewer than 20 empirical papers in a journal issue, all empirical research reports with any reported t statistics were analyzed. When there were more than 20 papers in an issue, a random sample of 20 papers were analyzed merely because this was the upper limit of papers accessible in one query. This procedure sampled most papers in most issues and journals. All algorithms and computations were coded in Matlab 2015b (www.mathworks. com). Initial PDF file text extraction relied on the PdfToolbox Matlab package""","Nature Neuroscience, Neuron, Brain, The Journal of Neuroscience, Cerebral Cortex, NeuroImage, Cortex, Biological Psychology, Neuropsychologia, Neuroscience, Psychological Science, Cognitive Science, Cognition, Acta Psychologica, Journal of Experimental Child Psychology, Biological Psychiatry, Journal of Psychiatric Research, Neurobiology of Ageing",2011-2014,t tests,General Psychology,"""The power of t-tests was computed from the noncentral t distribution [22] assuming the above mixture of one-sample, matched-, and independent-sample t-tests.""",Assumes that the mix of t tests was the same as that of a sample of 100,Assumes that the mix of t tests was the same as that of a sample of 100,3801,26841,Cohen 1988 (d),0.2,0.5,0.8,0.11,NA,NA,0.44,NA,NA,0.73,NA,NA,0.17,0.49,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Some promising avenues to resolve the current replication crisis could include the preregistration of study objectives, compulsory prestudy power calculations, enforcing minimally required power levels, raising the statistical significance threshold to p < 0.001 if NHST is used, publishing negative findings once study design and power levels justify this, and using Bayesian analysis to provide probabilities for both the null and alternative hypotheses""",NA,NA,NA,NA,NA,NA,NA,NA
